HESA tariff status,Qualification,QUALTYPE,QUALGRADE,Tariff points
1,Access to HE Diploma (Open Awards),Y8,D27M12P6,118
1,Access to HE Diploma (Open Awards),Y8,D30M6P9,118
1,Access to HE Diploma (Open Awards),Y8,D33M0P12,118
1,Access to HE Diploma (Open Awards),Y8,D18M27P0,115
1,Access to HE Diploma (Open Awards),Y8,D21M21P3,115
1,Access to HE Diploma (Open Awards),Y8,D24M15P6,115
1,Access to HE Diploma (Open Awards),Y8,D27M9P9,115
1,Access to HE Diploma (Open Awards),Y8,D30M3P12,115
1,Access to HE Diploma (Open Awards),Y8,D15M30P0,112
1,Access to HE Diploma (Open Awards),Y8,D18M24P3,112
1,Access to HE Diploma (Open Awards),Y8,D21M18P6,112
1,Access to HE Diploma (Open Awards),Y8,D24M12P9,112
1,Access to HE Diploma (Open Awards),Y8,D27M6P12,112
1,Access to HE Diploma (Open Awards),Y8,D30M0P15,112
1,Access to HE Diploma (Open Awards),Y8,D12M33P0,109
1,Access to HE Diploma (Open Awards),Y8,D15M27P3,109
1,Access to HE Diploma (Open Awards),Y8,D18M21P6,109
1,Access to HE Diploma (Open Awards),Y8,D21M15P9,109
1,Access to HE Diploma (Open Awards),Y8,D24M9P12,109
1,Access to HE Diploma (Open Awards),Y8,D27M3P15,109
1,Access to HE Diploma (Open Awards),Y8,D12M30P3,106
1,Access to HE Diploma (Open Awards),Y8,D15M24P6,106
1,Access to HE Diploma (Open Awards),Y8,D18M18P9,106
1,Access to HE Diploma (Open Awards),Y8,D21M12P12,106
1,Access to HE Diploma (Open Awards),Y8,D24M6P15,106
1,Access to HE Diploma (Open Awards),Y8,D27M0P18,106
1,Access to HE Diploma (Open Awards),Y8,D9M36P0,106
1,Access to HE Diploma (Open Awards),Y8,D12M27P6,102
1,Access to HE Diploma (Open Awards),Y8,D15M21P9,102
1,Access to HE Diploma (Open Awards),Y8,D18M15P12,102
1,Access to HE Diploma (Open Awards),Y8,D21M9P15,102
1,Access to HE Diploma (Open Awards),Y8,D24M3P18,102
1,Access to HE Diploma (Open Awards),Y8,D6M39P0,102
1,Access to HE Diploma (Open Awards),Y8,D9M33P3,102
1,Access to HE Diploma (Open Awards),Y8,D12M24P9,99
1,Access to HE Diploma (Open Awards),Y8,D15M18P12,99
1,Access to HE Diploma (Open Awards),Y8,D18M12P15,99
1,Access to HE Diploma (Open Awards),Y8,D21M6P18,99
1,Access to HE Diploma (Open Awards),Y8,D24M0P21,99
1,Access to HE Diploma (Open Awards),Y8,D3M42P0,99
1,Access to HE Diploma (Open Awards),Y8,D6M36P3,99
1,Access to HE Diploma (Open Awards),Y8,D9M30P6,99
1,Access to HE Diploma (Open Awards),Y8,D0M45P0,96
1,Access to HE Diploma (Open Awards),Y8,D12M21P12,96
1,Access to HE Diploma (Open Awards),Y8,D15M15P15,96
1,Access to HE Diploma (Open Awards),Y8,D18M9P18,96
1,Access to HE Diploma (Open Awards),Y8,D21M3P21,96
1,Access to HE Diploma (Open Awards),Y8,D3M39P3,96
1,Access to HE Diploma (Open Awards),Y8,D6M33P6,96
1,Access to HE Diploma (Open Awards),Y8,D9M27P9,96
1,Access to HE Diploma (Open Awards),Y8,D0M42P3,93
1,Access to HE Diploma (Open Awards),Y8,D12M18P15,93
1,Access to HE Diploma (Open Awards),Y8,D15M12P18,93
1,Access to HE Diploma (Open Awards),Y8,D18M6P21,93
1,Access to HE Diploma (Open Awards),Y8,D21M0P24,93
1,Access to HE Diploma (Open Awards),Y8,D3M36P6,93
1,Access to HE Diploma (Open Awards),Y8,D6M30P9,93
1,Access to HE Diploma (Open Awards),Y8,D9M24P12,93
1,Access to HE Diploma (Open Awards),Y8,D0M39P6,90
1,Access to HE Diploma (Open Awards),Y8,D12M15P18,90
1,Access to HE Diploma (Open Awards),Y8,D15M9P21,90
1,Access to HE Diploma (Open Awards),Y8,D18M3P24,90
1,Access to HE Diploma (Open Awards),Y8,D3M33P9,90
1,Access to HE Diploma (Open Awards),Y8,D6M27P12,90
1,Access to HE Diploma (Open Awards),Y8,D9M21P15,90
1,Access to HE Diploma (Open Awards),Y8,D0M36P9,86
1,Access to HE Diploma (Open Awards),Y8,D12M12P21,86
1,Access to HE Diploma (Open Awards),Y8,D15M6P24,86
1,Access to HE Diploma (Open Awards),Y8,D18M0P27,86
1,Access to HE Diploma (Open Awards),Y8,D3M30P12,86
1,Access to HE Diploma (Open Awards),Y8,D6M24P15,86
1,Access to HE Diploma (Open Awards),Y8,D9M18P18,86
1,Access to HE Diploma (Open Awards),Y8,D0M33P12,83
1,Access to HE Diploma (Open Awards),Y8,D12M9P24,83
1,Access to HE Diploma (Open Awards),Y8,D15M3P27,83
1,Access to HE Diploma (Open Awards),Y8,D3M27P15,83
1,Access to HE Diploma (Open Awards),Y8,D6M21P18,83
1,Access to HE Diploma (Open Awards),Y8,D9M15P21,83
1,Access to HE Diploma (Open Awards),Y8,D0M30P15,80
1,Access to HE Diploma (Open Awards),Y8,D12M6P27,80
1,Access to HE Diploma (Open Awards),Y8,D15M0P30,80
1,Access to HE Diploma (Open Awards),Y8,D3M24P18,80
1,Access to HE Diploma (Open Awards),Y8,D6M18P21,80
1,Access to HE Diploma (Open Awards),Y8,D9M12P24,80
1,Access to HE Diploma (Open Awards),Y8,D0M27P18,77
1,Access to HE Diploma (Open Awards),Y8,D12M3P30,77
1,Access to HE Diploma (Open Awards),Y8,D3M21P21,77
1,Access to HE Diploma (Open Awards),Y8,D6M15P24,77
1,Access to HE Diploma (Open Awards),Y8,D9M9P27,77
1,Access to HE Diploma (Open Awards),Y8,D0M24P21,74
1,Access to HE Diploma (Open Awards),Y8,D12M0P33,74
1,Access to HE Diploma (Open Awards),Y8,D3M18P24,74
1,Access to HE Diploma (Open Awards),Y8,D6M12P27,74
1,Access to HE Diploma (Open Awards),Y8,D9M6P30,74
1,Access to HE Diploma (Open Awards),Y8,D0M21P24,70
1,Access to HE Diploma (Open Awards),Y8,D3M15P27,70
1,Access to HE Diploma (Open Awards),Y8,D6M9P30,70
1,Access to HE Diploma (Open Awards),Y8,D9M3P33,70
1,Access to HE Diploma (Open Awards),Y8,D0M18P27,67
1,Access to HE Diploma (Open Awards),Y8,D3M12P30,67
1,Access to HE Diploma (Open Awards),Y8,D6M6P33,67
1,Access to HE Diploma (Open Awards),Y8,D9M0P36,67
1,Access to HE Diploma (Open Awards),Y8,D0M15P30,64
1,Access to HE Diploma (Open Awards),Y8,D3M9P33,64
1,Access to HE Diploma (Open Awards),Y8,D6M3P36,64
1,Access to HE Diploma (Open Awards),Y8,D0M12P33,61
1,Access to HE Diploma (Open Awards),Y8,D3M6P36,61
1,Access to HE Diploma (Open Awards),Y8,D6M0P39,61
1,Access to HE Diploma (Open Awards),Y8,D0M9P36,58
1,Access to HE Diploma (Open Awards),Y8,D3M3P39,58
1,Access to HE Diploma (Open Awards),Y8,D0M6P39,54
1,Access to HE Diploma (Open Awards),Y8,D3M0P42,54
1,Access to HE Diploma (Open Awards),Y8,D0M3P42,51
1,Access to HE Diploma (Open Awards),Y8,D0M0P45,48
1,Access to HE Diploma (Open Awards),Y8,F,0
1,Access to HE Diploma (Open Awards),Y8,P,0
1,Access to HE Diploma (South West Learning),YB,D45M0P0,144
1,Access to HE Diploma (South West Learning),YB,D42M3P0,141
1,Access to HE Diploma (South West Learning),YB,D39M6P0,138
1,Access to HE Diploma (South West Learning),YB,D42M0P3,138
1,Access to HE Diploma (South West Learning),YB,D36M9P0,134
1,Access to HE Diploma (South West Learning),YB,D39M3P3,134
1,Access to HE Diploma (South West Learning),YB,D33M12P0,131
1,Access to HE Diploma (South West Learning),YB,D36M6P3,131
1,Access to HE Diploma (South West Learning),YB,D39M0P6,131
1,Access to HE Diploma (South West Learning),YB,D30M15P0,128
1,Access to HE Diploma (South West Learning),YB,D33M9P3,128
1,Access to HE Diploma (South West Learning),YB,D36M3P6,128
1,Access to HE Diploma (South West Learning),YB,D27M18P0,125
1,Access to HE Diploma (South West Learning),YB,D30M12P3,125
1,Access to HE Diploma (South West Learning),YB,D33M6P6,125
1,Access to HE Diploma (South West Learning),YB,D36M0P9,125
1,Access to HE Diploma (South West Learning),YB,D24M21P0,122
1,Access to HE Diploma (South West Learning),YB,D27M15P3,122
1,Access to HE Diploma (South West Learning),YB,D30M9P6,122
1,Access to HE Diploma (South West Learning),YB,D33M3P9,122
1,Access to HE Diploma (South West Learning),YB,D21M24P0,118
1,Access to HE Diploma (South West Learning),YB,D24M18P3,118
1,Access to HE Diploma (South West Learning),YB,D27M12P6,118
1,Access to HE Diploma (South West Learning),YB,D30M6P9,118
1,Access to HE Diploma (South West Learning),YB,D33M0P12,118
1,Access to HE Diploma (South West Learning),YB,D18M27P0,115
1,Access to HE Diploma (South West Learning),YB,D21M21P3,115
1,Access to HE Diploma (South West Learning),YB,D24M15P6,115
1,Access to HE Diploma (South West Learning),YB,D27M9P9,115
1,Access to HE Diploma (South West Learning),YB,D30M3P12,115
1,Access to HE Diploma (South West Learning),YB,D15M30P0,112
1,Access to HE Diploma (South West Learning),YB,D18M24P3,112
1,Access to HE Diploma (South West Learning),YB,D21M18P6,112
1,Access to HE Diploma (South West Learning),YB,D24M12P9,112
1,Access to HE Diploma (South West Learning),YB,D27M6P12,112
1,Access to HE Diploma (South West Learning),YB,D30M0P15,112
1,Access to HE Diploma (South West Learning),YB,D12M33P0,109
1,Access to HE Diploma (South West Learning),YB,D15M27P3,109
1,Access to HE Diploma (South West Learning),YB,D18M21P6,109
1,Access to HE Diploma (South West Learning),YB,D21M15P9,109
1,Access to HE Diploma (South West Learning),YB,D24M9P12,109
1,Access to HE Diploma (South West Learning),YB,D27M3P15,109
1,Access to HE Diploma (South West Learning),YB,D12M30P3,106
1,Access to HE Diploma (South West Learning),YB,D15M24P6,106
1,Access to HE Diploma (South West Learning),YB,D18M18P9,106
1,Access to HE Diploma (South West Learning),YB,D21M12P12,106
1,Access to HE Diploma (South West Learning),YB,D24M6P15,106
1,Access to HE Diploma (South West Learning),YB,D27M0P18,106
1,Access to HE Diploma (South West Learning),YB,D9M36P0,106
1,Access to HE Diploma (South West Learning),YB,D12M27P6,102
1,Access to HE Diploma (South West Learning),YB,D15M21P9,102
1,Access to HE Diploma (South West Learning),YB,D18M15P12,102
1,Access to HE Diploma (South West Learning),YB,D21M9P15,102
1,Access to HE Diploma (South West Learning),YB,D24M3P18,102
1,Access to HE Diploma (South West Learning),YB,D6M39P0,102
1,Access to HE Diploma (South West Learning),YB,D9M33P3,102
1,Access to HE Diploma (South West Learning),YB,D12M24P9,99
1,Access to HE Diploma (South West Learning),YB,D15M18P12,99
1,Access to HE Diploma (South West Learning),YB,D18M12P15,99
1,Access to HE Diploma (South West Learning),YB,D21M6P18,99
1,Access to HE Diploma (South West Learning),YB,D24M0P21,99
1,Access to HE Diploma (South West Learning),YB,D3M42P0,99
1,Access to HE Diploma (South West Learning),YB,D6M36P3,99
1,Access to HE Diploma (South West Learning),YB,D9M30P6,99
1,Access to HE Diploma (South West Learning),YB,D0M45P0,96
1,Access to HE Diploma (South West Learning),YB,D12M21P12,96
1,Access to HE Diploma (South West Learning),YB,D15M15P15,96
1,Access to HE Diploma (South West Learning),YB,D18M9P18,96
1,Access to HE Diploma (South West Learning),YB,D21M3P21,96
1,Access to HE Diploma (South West Learning),YB,D3M39P3,96
1,Access to HE Diploma (South West Learning),YB,D6M33P6,96
1,Access to HE Diploma (South West Learning),YB,D9M27P9,96
1,Access to HE Diploma (South West Learning),YB,D0M42P3,93
1,Access to HE Diploma (South West Learning),YB,D12M18P15,93
1,Access to HE Diploma (South West Learning),YB,D15M12P18,93
1,Access to HE Diploma (South West Learning),YB,D18M6P21,93
1,Access to HE Diploma (South West Learning),YB,D21M0P24,93
1,Access to HE Diploma (South West Learning),YB,D3M36P6,93
1,Access to HE Diploma (South West Learning),YB,D6M30P9,93
1,Access to HE Diploma (South West Learning),YB,D9M24P12,93
1,Access to HE Diploma (South West Learning),YB,D0M39P6,90
1,Access to HE Diploma (South West Learning),YB,D12M15P18,90
1,Access to HE Diploma (South West Learning),YB,D15M9P21,90
1,Access to HE Diploma (South West Learning),YB,D18M3P24,90
1,Access to HE Diploma (South West Learning),YB,D3M33P9,90
1,Access to HE Diploma (South West Learning),YB,D6M27P12,90
1,Access to HE Diploma (South West Learning),YB,D9M21P15,90
1,Access to HE Diploma (South West Learning),YB,D0M36P9,86
1,Access to HE Diploma (South West Learning),YB,D12M12P21,86
1,Access to HE Diploma (South West Learning),YB,D15M6P24,86
1,Access to HE Diploma (South West Learning),YB,D18M0P27,86
1,Access to HE Diploma (South West Learning),YB,D3M30P12,86
1,Access to HE Diploma (South West Learning),YB,D6M24P15,86
1,Access to HE Diploma (South West Learning),YB,D9M18P18,86
1,Access to HE Diploma (South West Learning),YB,D0M33P12,83
1,Access to HE Diploma (South West Learning),YB,D12M9P24,83
1,Access to HE Diploma (South West Learning),YB,D15M3P27,83
1,Access to HE Diploma (South West Learning),YB,D3M27P15,83
1,Access to HE Diploma (South West Learning),YB,D6M21P18,83
1,Access to HE Diploma (South West Learning),YB,D9M15P21,83
1,Access to HE Diploma (South West Learning),YB,D0M30P15,80
1,Access to HE Diploma (South West Learning),YB,D12M6P27,80
1,Access to HE Diploma (South West Learning),YB,D15M0P30,80
1,Access to HE Diploma (South West Learning),YB,D3M24P18,80
1,Access to HE Diploma (South West Learning),YB,D6M18P21,80
1,Access to HE Diploma (South West Learning),YB,D9M12P24,80
1,Access to HE Diploma (South West Learning),YB,D0M27P18,77
1,Access to HE Diploma (South West Learning),YB,D12M3P30,77
1,Access to HE Diploma (South West Learning),YB,D3M21P21,77
1,Access to HE Diploma (South West Learning),YB,D6M15P24,77
1,Access to HE Diploma (South West Learning),YB,D9M9P27,77
1,Access to HE Diploma (South West Learning),YB,D0M24P21,74
1,Access to HE Diploma (South West Learning),YB,D12M0P33,74
1,Access to HE Diploma (South West Learning),YB,D3M18P24,74
1,Access to HE Diploma (South West Learning),YB,D6M12P27,74
1,Access to HE Diploma (South West Learning),YB,D9M6P30,74
1,Access to HE Diploma (South West Learning),YB,D0M21P24,70
1,Access to HE Diploma (South West Learning),YB,D3M15P27,70
1,Access to HE Diploma (South West Learning),YB,D6M9P30,70
1,Access to HE Diploma (South West Learning),YB,D9M3P33,70
1,Access to HE Diploma (South West Learning),YB,D0M18P27,67
1,Access to HE Diploma (South West Learning),YB,D3M12P30,67
1,Access to HE Diploma (South West Learning),YB,D6M6P33,67
1,Access to HE Diploma (South West Learning),YB,D9M0P36,67
1,Access to HE Diploma (South West Learning),YB,D0M15P30,64
1,Access to HE Diploma (South West Learning),YB,D3M9P33,64
1,Access to HE Diploma (South West Learning),YB,D6M3P36,64
1,Access to HE Diploma (South West Learning),YB,D0M12P33,61
1,Access to HE Diploma (South West Learning),YB,D3M6P36,61
1,Access to HE Diploma (South West Learning),YB,D6M0P39,61
1,Access to HE Diploma (South West Learning),YB,D0M9P36,58
1,Access to HE Diploma (South West Learning),YB,D3M3P39,58
1,Access to HE Diploma (South West Learning),YB,D0M6P39,54
1,Access to HE Diploma (South West Learning),YB,D3M0P42,54
1,Access to HE Diploma (South West Learning),YB,D0M3P42,51
1,Access to HE Diploma (South West Learning),YB,D0M0P45,48
1,Access to HE Diploma (South West Learning),YB,F,0
1,Access to HE Diploma (South West Learning),YB,P,0
1,Access to HE Diploma (Yorkshire & Humber),YD,D45M0P0,144
1,Access to HE Diploma (Yorkshire & Humber),YD,D42M3P0,141
1,Access to HE Diploma (Yorkshire & Humber),YD,D39M6P0,138
1,Access to HE Diploma (Yorkshire & Humber),YD,D42M0P3,138
1,Access to HE Diploma (Yorkshire & Humber),YD,D36M9P0,134
1,Access to HE Diploma (Yorkshire & Humber),YD,D39M3P3,134
1,Access to HE Diploma (Yorkshire & Humber),YD,D33M12P0,131
1,Access to HE Diploma (Yorkshire & Humber),YD,D36M6P3,131
1,Access to HE Diploma (Yorkshire & Humber),YD,D39M0P6,131
1,Access to HE Diploma (Yorkshire & Humber),YD,D30M15P0,128
1,Access to HE Diploma (Yorkshire & Humber),YD,D33M9P3,128
1,Access to HE Diploma (Yorkshire & Humber),YD,D36M3P6,128
1,Access to HE Diploma (Yorkshire & Humber),YD,D27M18P0,125
1,Access to HE Diploma (Yorkshire & Humber),YD,D30M12P3,125
1,Access to HE Diploma (Yorkshire & Humber),YD,D33M6P6,125
1,Access to HE Diploma (Yorkshire & Humber),YD,D36M0P9,125
1,Access to HE Diploma (Yorkshire & Humber),YD,D24M21P0,122
1,Access to HE Diploma (Yorkshire & Humber),YD,D27M15P3,122
1,Access to HE Diploma (Yorkshire & Humber),YD,D30M9P6,122
1,Access to HE Diploma (Yorkshire & Humber),YD,D33M3P9,122
1,Access to HE Diploma (Yorkshire & Humber),YD,D21M24P0,118
1,Access to HE Diploma (Yorkshire & Humber),YD,D24M18P3,118
1,Access to HE Diploma (Yorkshire & Humber),YD,D27M12P6,118
1,Access to HE Diploma (Yorkshire & Humber),YD,D30M6P9,118
1,Access to HE Diploma (Yorkshire & Humber),YD,D33M0P12,118
1,Access to HE Diploma (Yorkshire & Humber),YD,D18M27P0,115
1,Access to HE Diploma (Yorkshire & Humber),YD,D21M21P3,115
1,Access to HE Diploma (Yorkshire & Humber),YD,D24M15P6,115
1,Access to HE Diploma (Yorkshire & Humber),YD,D27M9P9,115
1,Access to HE Diploma (Yorkshire & Humber),YD,D30M3P12,115
1,Access to HE Diploma (Yorkshire & Humber),YD,D15M30P0,112
1,Access to HE Diploma (Yorkshire & Humber),YD,D18M24P3,112
1,Access to HE Diploma (Yorkshire & Humber),YD,D21M18P6,112
1,Access to HE Diploma (Yorkshire & Humber),YD,D24M12P9,112
1,Access to HE Diploma (Yorkshire & Humber),YD,D27M6P12,112
1,Access to HE Diploma (Yorkshire & Humber),YD,D30M0P15,112
1,Access to HE Diploma (Yorkshire & Humber),YD,D12M33P0,109
1,Access to HE Diploma (Yorkshire & Humber),YD,D15M27P3,109
1,Access to HE Diploma (Yorkshire & Humber),YD,D18M21P6,109
1,Access to HE Diploma (Yorkshire & Humber),YD,D21M15P9,109
1,Access to HE Diploma (Yorkshire & Humber),YD,D24M9P12,109
1,Access to HE Diploma (Yorkshire & Humber),YD,D27M3P15,109
1,Access to HE Diploma (Yorkshire & Humber),YD,D12M30P3,106
1,Access to HE Diploma (Yorkshire & Humber),YD,D15M24P6,106
1,Access to HE Diploma (Yorkshire & Humber),YD,D18M18P9,106
1,Access to HE Diploma (Yorkshire & Humber),YD,D21M12P12,106
1,Access to HE Diploma (Yorkshire & Humber),YD,D24M6P15,106
1,Access to HE Diploma (Yorkshire & Humber),YD,D27M0P18,106
1,Access to HE Diploma (Yorkshire & Humber),YD,D9M36P0,106
1,Access to HE Diploma (Yorkshire & Humber),YD,D12M27P6,102
1,Access to HE Diploma (Yorkshire & Humber),YD,D15M21P9,102
1,Access to HE Diploma (Yorkshire & Humber),YD,D18M15P12,102
1,Access to HE Diploma (Yorkshire & Humber),YD,D21M9P15,102
1,Access to HE Diploma (Yorkshire & Humber),YD,D24M3P18,102
1,Access to HE Diploma (Yorkshire & Humber),YD,D6M39P0,102
1,Access to HE Diploma (Yorkshire & Humber),YD,D9M33P3,102
1,Access to HE Diploma (Yorkshire & Humber),YD,D12M24P9,99
1,Access to HE Diploma (Yorkshire & Humber),YD,D15M18P12,99
1,Access to HE Diploma (Yorkshire & Humber),YD,D18M12P15,99
1,Access to HE Diploma (Yorkshire & Humber),YD,D21M6P18,99
1,Access to HE Diploma (Yorkshire & Humber),YD,D24M0P21,99
1,Access to HE Diploma (Yorkshire & Humber),YD,D3M42P0,99
1,Access to HE Diploma (Yorkshire & Humber),YD,D6M36P3,99
1,Access to HE Diploma (Yorkshire & Humber),YD,D9M30P6,99
1,Access to HE Diploma (Yorkshire & Humber),YD,D0M45P0,96
1,Access to HE Diploma (Yorkshire & Humber),YD,D12M21P12,96
1,Access to HE Diploma (Yorkshire & Humber),YD,D15M15P15,96
1,Access to HE Diploma (Yorkshire & Humber),YD,D18M9P18,96
1,Access to HE Diploma (Yorkshire & Humber),YD,D21M3P21,96
1,Access to HE Diploma (Yorkshire & Humber),YD,D3M39P3,96
1,Access to HE Diploma (Yorkshire & Humber),YD,D6M33P6,96
1,Access to HE Diploma (Yorkshire & Humber),YD,D9M27P9,96
1,Access to HE Diploma (Yorkshire & Humber),YD,D0M42P3,93
1,Access to HE Diploma (Yorkshire & Humber),YD,D12M18P15,93
1,Access to HE Diploma (Yorkshire & Humber),YD,D15M12P18,93
1,Access to HE Diploma (Yorkshire & Humber),YD,D18M6P21,93
1,Access to HE Diploma (Yorkshire & Humber),YD,D21M0P24,93
1,Access to HE Diploma (Yorkshire & Humber),YD,D3M36P6,93
1,Access to HE Diploma (Yorkshire & Humber),YD,D6M30P9,93
1,Access to HE Diploma (Yorkshire & Humber),YD,D9M24P12,93
1,Access to HE Diploma (Yorkshire & Humber),YD,D0M39P6,90
1,Access to HE Diploma (Yorkshire & Humber),YD,D12M15P18,90
1,Access to HE Diploma (Yorkshire & Humber),YD,D15M9P21,90
1,Access to HE Diploma (Yorkshire & Humber),YD,D18M3P24,90
1,Access to HE Diploma (Yorkshire & Humber),YD,D3M33P9,90
1,Access to HE Diploma (Yorkshire & Humber),YD,D6M27P12,90
1,Access to HE Diploma (Yorkshire & Humber),YD,D9M21P15,90
1,Access to HE Diploma (Yorkshire & Humber),YD,D0M36P9,86
1,Access to HE Diploma (Yorkshire & Humber),YD,D12M12P21,86
1,Access to HE Diploma (Yorkshire & Humber),YD,D15M6P24,86
1,Access to HE Diploma (Yorkshire & Humber),YD,D18M0P27,86
1,Access to HE Diploma (Yorkshire & Humber),YD,D3M30P12,86
1,Access to HE Diploma (Yorkshire & Humber),YD,D6M24P15,86
1,Access to HE Diploma (Yorkshire & Humber),YD,D9M18P18,86
1,Access to HE Diploma (Yorkshire & Humber),YD,D0M33P12,83
1,Access to HE Diploma (Yorkshire & Humber),YD,D12M9P24,83
1,Access to HE Diploma (Yorkshire & Humber),YD,D15M3P27,83
1,Access to HE Diploma (Yorkshire & Humber),YD,D3M27P15,83
1,Access to HE Diploma (Yorkshire & Humber),YD,D6M21P18,83
1,Access to HE Diploma (Yorkshire & Humber),YD,D9M15P21,83
1,Access to HE Diploma (Yorkshire & Humber),YD,D0M30P15,80
1,Access to HE Diploma (Yorkshire & Humber),YD,D12M6P27,80
1,Access to HE Diploma (Yorkshire & Humber),YD,D15M0P30,80
1,Access to HE Diploma (Yorkshire & Humber),YD,D3M24P18,80
1,Access to HE Diploma (Yorkshire & Humber),YD,D6M18P21,80
1,Access to HE Diploma (Yorkshire & Humber),YD,D9M12P24,80
1,Access to HE Diploma (Yorkshire & Humber),YD,D0M27P18,77
1,Access to HE Diploma (Yorkshire & Humber),YD,D12M3P30,77
1,Access to HE Diploma (Yorkshire & Humber),YD,D3M21P21,77
1,Access to HE Diploma (Yorkshire & Humber),YD,D6M15P24,77
1,Access to HE Diploma (Yorkshire & Humber),YD,D9M9P27,77
1,Access to HE Diploma (Yorkshire & Humber),YD,D0M24P21,74
1,Access to HE Diploma (Yorkshire & Humber),YD,D12M0P33,74
1,Access to HE Diploma (Yorkshire & Humber),YD,D3M18P24,74
1,Access to HE Diploma (Yorkshire & Humber),YD,D6M12P27,74
1,Access to HE Diploma (Yorkshire & Humber),YD,D9M6P30,74
1,Access to HE Diploma (Yorkshire & Humber),YD,D0M21P24,70
1,Access to HE Diploma (Yorkshire & Humber),YD,D3M15P27,70
1,Access to HE Diploma (Yorkshire & Humber),YD,D6M9P30,70
1,Access to HE Diploma (Yorkshire & Humber),YD,D9M3P33,70
1,Access to HE Diploma (Yorkshire & Humber),YD,D0M18P27,67
1,Access to HE Diploma (Yorkshire & Humber),YD,D3M12P30,67
1,Access to HE Diploma (Yorkshire & Humber),YD,D6M6P33,67
1,Access to HE Diploma (Yorkshire & Humber),YD,D9M0P36,67
1,Access to HE Diploma (Yorkshire & Humber),YD,D0M15P30,64
1,Access to HE Diploma (Yorkshire & Humber),YD,D3M9P33,64
1,Access to HE Diploma (Yorkshire & Humber),YD,D6M3P36,64
1,Access to HE Diploma (Yorkshire & Humber),YD,D0M12P33,61
1,Access to HE Diploma (Yorkshire & Humber),YD,D3M6P36,61
1,Access to HE Diploma (Yorkshire & Humber),YD,D6M0P39,61
1,Access to HE Diploma (Yorkshire & Humber),YD,D0M9P36,58
1,Access to HE Diploma (Yorkshire & Humber),YD,D3M3P39,58
1,Access to HE Diploma (Yorkshire & Humber),YD,D0M6P39,54
1,Access to HE Diploma (Yorkshire & Humber),YD,D3M0P42,54
1,Access to HE Diploma (Yorkshire & Humber),YD,D0M3P42,51
1,Access to HE Diploma (Yorkshire & Humber),YD,D0M0P45,48
1,Access to HE Diploma (Yorkshire & Humber),YD,D0M0P24,0
1,Access to HE Diploma (Yorkshire & Humber),YD,D0M12P21,0
1,Access to HE Diploma (Yorkshire & Humber),YD,D0M15P12,0
1,Access to HE Diploma (Yorkshire & Humber),YD,D0M18P24,0
1,Access to HE Diploma (Yorkshire & Humber),YD,D0M24P15,0
1,Access to HE Diploma (Yorkshire & Humber),YD,D0M27P6,0
1,Access to HE Diploma (Yorkshire & Humber),YD,D0M30P9,0
1,Access to HE Diploma (Yorkshire & Humber),YD,D0M33P6,0
1,Access to HE Diploma (Yorkshire & Humber),YD,D12M24P3,0
1,Access to HE Diploma (Yorkshire & Humber),YD,D12M33P6,0
1,Access to HE Diploma (Yorkshire & Humber),YD,D12M6P3,0
1,Access to HE Diploma (Yorkshire & Humber),YD,D18M18P0,0
1,Access to HE Diploma (Yorkshire & Humber),YD,D18M9P12,0
1,Access to HE Diploma (Yorkshire & Humber),YD,D21M3P0,0
1,Access to HE Diploma (Yorkshire & Humber),YD,D24M12P0,0
1,Access to HE Diploma (Yorkshire & Humber),YD,D27M12P0,0
1,Access to HE Diploma (Yorkshire & Humber),YD,D30M21P0,0
1,Access to HE Diploma (Yorkshire & Humber),YD,D39M0P0,0
1,Access to HE Diploma (Yorkshire & Humber),YD,D39M3P0,0
1,Access to HE Diploma (Yorkshire & Humber),YD,D3M18P9,0
1,Access to HE Diploma (Yorkshire & Humber),YD,D6M12P3,0
1,Access to HE Diploma (Yorkshire & Humber),YD,F,0
1,Access to HE Diploma (Yorkshire & Humber),YD,P,0
1,NOCN Level 3 Award in International Volunteering (603/3029/6),TK,P,8
1,NOCN Level 3 Diploma in Business Administration,QS,P,24
1,NOCN Level 3 Diploma in Customer Service,QT,P,24
1,NOCN Level 3 Diploma in International Volunteering (603/3030/2),SQ,P,16
1,IQ IAM Level 3 Diploma in Business and Administrative Management,MN,P,32
1,IQ Level 3 Diploma in Principles of Health and Social Care ,MP,P,48
1,"Active IQ Diploma in Physical Activity, Fitness and Exercise Science (QCF)",1L,D,48
1,"Active IQ Diploma in Physical Activity, Fitness and Exercise Science (QCF)",1L,M,32
1,"Active IQ Diploma in Physical Activity, Fitness and Exercise Science (QCF)",1L,P,16
1,"Active IQ Level 3 Diploma in Personal Training for Health, Fitness and Performance",1J,D,96
1,"Active IQ Level 3 Diploma in Personal Training for Health, Fitness and Performance",1J,M,64
1,"Active IQ Level 3 Diploma in Personal Training for Health, Fitness and Performance",1J,P,32
1,Active IQ Level 3 Diploma in Fitness Instructing and Personal Training,1F,P,32
1,Active IQ Level 3 Diploma in Fitness Instructing and Physical Activity,GT,D,72
1,Active IQ Level 3 Diploma in Fitness Instructing and Physical Activity,GT,M,48
1,Active IQ Level 3 Diploma in Fitness Instructing and Physical Activity,GT,P,24
1,Active IQ Level 3 Diploma in Health and Fitness,1G,P,48
